104,I TL386-A,Ein wahrer Schatz!,Wirtschaftskampf,Zio Paperone e le lucciole industriali,Italien,32
105,I TL285-A,Der Goldspürhund,"Schatzsuche,Abenteuer",Paperino e il cane dollarosus,Italien,33
106,I CWD27-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino cocktail,Italien,28
107,I TL 101-AP,Donald eröffnet eine Musterschule!,Gagstory,Paperino e la scuola modello,Italien,58
108,I TL385-A,Daniel Düsentrieb als Eulenspiegel,Science-Fiction,Archimede e il signor Scherzo,Italien,38
109,I TL 302-AP,Auf der Suche nach dem Füllhorn,"Schatzsuche,Historisches Thema",Paperino e il corno dell'abbondanza,Italien,60
110,I TL386-A,Onkel Dagobert ist ein Schatz,Wirtschaftskampf,Zio Paperone e le lucciole industriali,Italien,32
111,I TL285-A,Donald und der Goldspürhund,"Schatzsuche,Abenteuer",Paperino e il cane dollarosus,Italien,33
112,I CWD27-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino cocktail,Italien,28
113,I TL 101-AP,Donald eröffnet eine Musterschule!,Gagstory,Paperino e la scuola modello,Italien,58
114,I TL385-A,Daniel Düsentrieb als Eulenspiegel,Science-Fiction,Archimede e il signor Scherzo,Italien,38
115,I TL 302-AP,Auf der Suche nach dem Füllhorn,"Schatzsuche,Historisches Thema",Paperino e il corno dell'abbondanza,Italien,60
116,I TL386-A,Onkel Dagobert ist ein Schatz,Wirtschaftskampf,Zio Paperone e le lucciole industriali,Italien,32
117,I TL285-A,Donald und der Goldspürhund,"Schatzsuche,Abenteuer",Paperino e il cane dollarosus,Italien,33
118,I CWD10-A,Vorgeschichte,Rahmengeschichte,Prologo a Superpaperissimo,Italien,32
119,I TL195-AP,Die Unglücksschule,Gagstory,Paperino e la scuola dei guai,Italien,58
120,I TL174-AP,Der Fliegende Schotte,Historisches Thema,Paperino e la leggenda dello Â«scozzese volanteÂ»,Italien,48
121,"W OS649-01(-02,-03,-04,-05,-06)",Das Filmfestival,"Abenteuer,Gagstory",,U.S.-Comichefte,45
122,"W USGD1-01 (-02,-05,-06)",Der Zauberspiegel,Abenteuer,Uncle Scrooge Goes to Disneyland,U.S.-Comichefte,67
123,I CWD10-A,Vorgeschichte,Rahmengeschichte,Prologo a Superpaperissimo,Italien,32
124,I TL195-AP,Onkel Donald und die Unglücksschule,Gagstory,Paperino e la scuola dei guai,Italien,58
125,I TL174-AP,"Donald und der ""Fliegende Schotte""",Historisches Thema,Paperino e la leggenda dello Â«scozzese volanteÂ»,Italien,48
126,"W OS649-01(-02,-03,-04,-05,-06)",Donald und das Filmfestival,"Abenteuer,Gagstory",,U.S.-Comichefte,45
127,"W USGD1-01 (-02,-05,-06)",Onkel Dagobert und der Zauberspiegel,Abenteuer,Uncle Scrooge Goes to Disneyland,U.S.-Comichefte,67
128,I CWD10-A,Vorgeschichte,Rahmengeschichte,Prologo a Superpaperissimo,Italien,32
129,I TL195-AP,Onkel Donald und die Unglücksschule,Gagstory,Paperino e la scuola dei guai,Italien,58
130,I TL174-AP,"Donald und der ""Fliegende Schotte""",Historisches Thema,Paperino e la leggenda dello Â«scozzese volanteÂ»,Italien,48
131,"W OS649-01(-02,-03,-04,-05,-06)",Donald und das Filmfestival,"Abenteuer,Gagstory",,U.S.-Comichefte,45
132,"W USGD1-01 (-02,-05,-06)",Onkel Dagobert und der Zauberspiegel,Abenteuer,Uncle Scrooge Goes to Disneyland,U.S.-Comichefte,67
133,I CWD18-A,Vorgeschichte,Rahmengeschichte,Prologo a Arcitopolino,Italien,31
134,I TL230-AP,Die Irokesenkette,Kriminalgeschichte,Topolino e la collana Chirikawa,Italien,58
135,I TL269-BP,Die Erbschaft,Kriminalgeschichte,Topolino e l'ereditÃ  di Pippo Peppo,Italien,67
136,I TL247-BP,Die Piraten des Gelben Meeres,"Kriminalgeschichte,Abenteuer",Topolino e i pirati del Mar Giallo,Italien,40
137,I TL236-BP,Das Hypnotisier-Niespulver,Kriminalgeschichte,Topolino e la droga diabolica,Italien,54
138,I CWD18-A,Vorgeschichte,Rahmengeschichte,Prologo a Arcitopolino,Italien,31
139,I TL230-AP,Micky Maus und die Irokesenkette,Kriminalgeschichte,Topolino e la collana Chirikawa,Italien,58
140,I TL269-BP,Micky und die Erbschaft von Goofy Goofinger,Kriminalgeschichte,Topolino e l'ereditÃ  di Pippo Peppo,Italien,67
141,I TL247-BP,Micky und die Piraten des Gelben Meeres,"Kriminalgeschichte,Abenteuer",Topolino e i pirati del Mar Giallo,Italien,40
142,I TL236-BP,Micky und das Hypnotisier-Niespulver,Kriminalgeschichte,Topolino e la droga diabolica,Italien,54
143,I CWD18-A,Vorgeschichte,Rahmengeschichte,Prologo a Arcitopolino,Italien,31
144,I TL230-AP,Micky Maus und die Irokesenkette,Kriminalgeschichte,Topolino e la collana Chirikawa,Italien,58
145,I TL269-BP,Micky und die Erbschaft von Goofy Goofinger,Kriminalgeschichte,Topolino e l'ereditÃ  di Pippo Peppo,Italien,67
146,I TL247-BP,Micky und die Piraten des Gelben Meeres,"Kriminalgeschichte,Abenteuer",Topolino e i pirati del Mar Giallo,Italien,40
147,I TL236-BP,Micky und das Hypnotisier-Niespulver,Kriminalgeschichte,Topolino e la droga diabolica,Italien,54
148,I CWD30-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino Natale,Italien,29
149,I TL393-A,Der Spezialist für Frühgeschichte,"Gagstory,Abenteuer",Paperino e la paleontologia,Italien,30
150,I TL395-A,Die Rache des Pharaos,Abenteuer,Zio Paperone e la vendetta del faraone,Italien,33
151,I TL398-C,Unsichtbares Gold,"Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la pista invisibile,Italien,32
152,I TL344-AP,Aladins Grotte,"Schatzsuche,Dagobert in Not,Gagstory",Paperino e la grotta di Aladino,Italien,49
153,I TL394-A,Das Geheimnis der zwei Pistolen,"Wild West,Schatzsuche",Paperino e il mistero delle due pistole,Italien,39
154,I TL280-A,Der Schatz des Käpt´n Kidd,"Schatzsuche,Dagobert in Not",Zio Paperone e il tesoro di capitan Kidd,Italien,38
155,I CWD30-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino Natale,Italien,29
156,I TL393-A,Donald als Spezialist für Frühgeschichte,"Gagstory,Abenteuer",Paperino e la paleontologia,Italien,30
157,I TL395-A,Onkel Dagobert und die Rache des Pharao,Abenteuer,Zio Paperone e la vendetta del faraone,Italien,33
158,I TL398-C,Onkel Dagoberts unsichtbares Gold,"Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la pista invisibile,Italien,32
159,I TL344-AP,Donald in Aladins Grotte,"Schatzsuche,Dagobert in Not,Gagstory",Paperino e la grotta di Aladino,Italien,49
160,I TL394-A,Donald und die beiden Pistolen,"Wild West,Schatzsuche",Paperino e il mistero delle due pistole,Italien,39
161,I TL280-A,Onkel Dagobert und der Schatz des Käpt´n Kidd,"Schatzsuche,Dagobert in Not",Zio Paperone e il tesoro di capitan Kidd,Italien,38
162,I CWD30-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino Natale,Italien,29
163,I TL393-A,Donald als Spezialist für Frühgeschichte,"Gagstory,Abenteuer",Paperino e la paleontologia,Italien,30
164,I TL395-A,Onkel Dagobert und die Rache des Pharao,Abenteuer,Zio Paperone e la vendetta del faraone,Italien,33
165,I TL398-C,Onkel Dagoberts unsichtbares Gold,"Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la pista invisibile,Italien,32
166,I TL344-AP,Donald in Aladins Grotte,"Schatzsuche,Dagobert in Not,Gagstory",Paperino e la grotta di Aladino,Italien,49
167,I TL394-A,Donald und die beiden Pistolen,"Wild West,Schatzsuche",Paperino e il mistero delle due pistole,Italien,39
168,I TL280-A,Onkel Dagobert und der Schatz des Käpt´n Kidd,"Schatzsuche,Dagobert in Not",Zio Paperone e il tesoro di capitan Kidd,Italien,38
169,I CWD21-A,Vorgeschichte,Rahmengeschichte,Prologo a Toposhow,Italien,33
170,I TL259-AP,Rebellion der Schatten,"Science-Fiction,Kriminalgeschichte",Topolino e la rivolta delle ombre,Italien,36
171,I TL262-AP,Die Zauberraketen,"Fantasy,Abenteuer,Gagstory",Pippo e i missili antimaliardi,Italien,58
172,I TL281-BP,Der rätselhafte Eisberg,Kriminalgeschichte,Topolino e l'iceberg fantasma,Italien,56
173,I TL274-AP,Kaiser von Quacktanien,Kriminalgeschichte,Topolino imperatore della Calidornia,Italien,67
174,I CWD21-A,Vorgeschichte,Rahmengeschichte,Prologo a Toposhow,Italien,33
175,I TL259-AP,Micky und die Rebellion der Schatten,"Science-Fiction,Kriminalgeschichte",Topolino e la rivolta delle ombre,Italien,36
176,I TL262-AP,Goofy und die Zauberraketen,"Fantasy,Abenteuer,Gagstory",Pippo e i missili antimaliardi,Italien,58
177,I TL281-BP,Micky und der rätselhafte Eisberg,Kriminalgeschichte,Topolino e l'iceberg fantasma,Italien,56
178,I TL274-AP,Micky als Kaiser von Quacktanien,Kriminalgeschichte,Topolino imperatore della Calidornia,Italien,67
179,I CWD21-A,Vorgeschichte,Rahmengeschichte,Prologo a Toposhow,Italien,33
180,I TL259-AP,Micky und die Rebellion der Schatten,"Science-Fiction,Kriminalgeschichte",Topolino e la rivolta delle ombre,Italien,36
181,I TL262-AP,Goofy und die Zauberraketen,"Fantasy,Abenteuer,Gagstory",Pippo e i missili antimaliardi,Italien,58
182,I TL281-BP,Micky und der rätselhafte Eisberg,Kriminalgeschichte,Topolino e l'iceberg fantasma,Italien,56
183,I TL274-AP,Micky als Kaiser von Quacktanien,Kriminalgeschichte,Topolino imperatore della Calidornia,Italien,67
184,I CWD31-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino 7,Italien,31
185,I TL391-A,Die grünen Steine der Gapas-Gapas,Schatzsuche,Paperino e i verdi sassi dei Bussi-Bassi,Italien,31
186,I TL456-A,Im Fürstentum von Schattenberg,"Abenteuer,Gagstory",Paperino e il principato di Gruviera,Italien,30
187,I TL406-A,Der Schatz der Dogen,"Gagstory,Schatzsuche",Paperino e gli anelli dei dogi,Italien,32
188,I TL389-A,Der Fußballheld,Sport,Paperino e la vittoria a sproposito,Italien,31
189,I TL408-A,Ein verkanntes Genie,Gagstory,Paperino intelligentone a ondate,Italien,33
190,I TL405-A,Die sagenhaften Klimastrahlen,Düsentrieb´sche Erfindungen,Paperino e le onde climatiche,Italien,32
191,I TL371-A,Rekord im Tretfliegen,"Wirtschaftskampf,Gagstory",Paperino e il ciclaliante sperimentale,Italien,30
192,I CWD31-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino 7,Italien,31
193,I TL391-A,Donald und die grünen Steine der Gapas-Gapas,Schatzsuche,Paperino e i verdi sassi dei Bussi-Bassi,Italien,31
194,I TL456-A,Donald und das Fürstentum von Schattenberg,"Abenteuer,Gagstory",Paperino e il principato di Gruviera,Italien,30
195,I TL406-A,Donald und der Schatz der Dogen,"Gagstory,Schatzsuche",Paperino e gli anelli dei dogi,Italien,32
196,I TL389-A,Donald der Fußballheld,Sport,Paperino e la vittoria a sproposito,Italien,31
197,I TL408-A,Donald als verkanntes Genie,Gagstory,Paperino intelligentone a ondate,Italien,33
198,I TL405-A,Donald und die Klimastrahlen,Düsentrieb´sche Erfindungen,Paperino e le onde climatiche,Italien,32
199,I TL371-A,Donald stellt einen Rekord im Tretfliegen auf!,"Wirtschaftskampf,Gagstory",Paperino e il ciclaliante sperimentale,Italien,30
200,I CWD31-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperino 7,Italien,31
201,I TL391-A,Donald und die grünen Steine der Gapas-Gapas,Schatzsuche,Paperino e i verdi sassi dei Bussi-Bassi,Italien,31
202,I TL456-A,Donald und das Fürstentum von Schattenberg,"Abenteuer,Gagstory",Paperino e il principato di Gruviera,Italien,30
203,I TL406-A,Donald und der Schatz der Dogen,"Gagstory,Schatzsuche",Paperino e gli anelli dei dogi,Italien,32
204,I TL389-A,Donald der Fußballheld,Sport,Paperino e la vittoria a sproposito,Italien,31
205,I TL408-A,Donald als verkanntes Genie,Gagstory,Paperino intelligentone a ondate,Italien,33
206,I TL405-A,Donald und die Klimastrahlen,Düsentrieb´sche Erfindungen,Paperino e le onde climatiche,Italien,32
207,I TL371-A,Donald stellt einen Rekord im Tretfliegen auf!,"Wirtschaftskampf,Gagstory",Paperino e il ciclaliante sperimentale,Italien,30
208,I CWD32-A,Vorgeschichte,Rahmengeschichte,"Prologo a Io, Topolino",Italien,28
209,I TL380-AP,Der Mann aus Ping-Pong,"Kriminalgeschichte,Science-Fiction",Topolino e l'uomo di Altacraz,Italien,65
210,I TL452-A,Der hypnotische Kreisel,Kriminalgeschichte,Topolino e il vortice ipnotico,Italien,30
211,I TL454-B,Urlaub in Bornesien,"Dagobert in Not,Abenteuer",Topolino e il ferragosto birmano,Italien,30
212,I TL402-B,Bei den Aua-Aua-Pygmäen,Abenteuer,Topolino e i pigmei bitorzoluti,Italien,29
213,I TL466-B,Klarabellas Erbschaft,Kriminalgeschichte,Topolino e i fantasmi neri,Italien,40
214,I TL387-B,Das purpurfarbene Dromedar,"Kriminalgeschichte,Abenteuer",Topolino e il dromedario viola,Italien,28
215,I CWD32-A,Vorgeschichte,Rahmengeschichte,"Prologo a Io, Topolino",Italien,28
216,I TL380-AP,Micky und der Mann aus Ping-Pong,"Kriminalgeschichte,Science-Fiction",Topolino e l'uomo di Altacraz,Italien,65
217,I TL452-A,Micky und der hypnotische Kreisel,Kriminalgeschichte,Topolino e il vortice ipnotico,Italien,30
218,I TL454-B,Micky und Onkel Dagobert in denselben Nöten,"Dagobert in Not,Abenteuer",Topolino e il ferragosto birmano,Italien,30
219,I TL402-B,Micky und die Aua-Aua-Pygmäen,Abenteuer,Topolino e i pigmei bitorzoluti,Italien,29
220,I TL466-B,Micky regelt Klarabellas Erbschaft,Kriminalgeschichte,Topolino e i fantasmi neri,Italien,40
221,I TL387-B,Micky rettet das purpurfarbene Dromedar,"Kriminalgeschichte,Abenteuer",Topolino e il dromedario viola,Italien,28
222,I CWD32-A,Vorgeschichte,Rahmengeschichte,"Prologo a Io, Topolino",Italien,28
223,I TL380-AP,Micky und der Mann aus Ping-Pong,"Kriminalgeschichte,Science-Fiction",Topolino e l'uomo di Altacraz,Italien,65
224,I TL452-A,Micky und der hypnotische Kreisel,Kriminalgeschichte,Topolino e il vortice ipnotico,Italien,30
225,I TL454-B,Micky und Onkel Dagobert in denselben Nöten,"Dagobert in Not,Abenteuer",Topolino e il ferragosto birmano,Italien,30
226,I TL402-B,Micky und die Aua-Aua-Pygmäen,Abenteuer,Topolino e i pigmei bitorzoluti,Italien,29
227,I TL466-B,Micky regelt Klarabellas Erbschaft,Kriminalgeschichte,Topolino e i fantasmi neri,Italien,40
228,I TL387-B,Micky rettet das purpurfarbene Dromedar,"Kriminalgeschichte,Abenteuer",Topolino e il dromedario viola,Italien,28
229,I CWD33-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperallegria,Italien,38
230,I TL397-A,Telezauberei,Gagstory,Zio Paperone e il telescrocco,Italien,30
231,I TL380-B,In der Gewalt von Gundel Gaukeley,Dagobert in Not,Zio Paperone e la duplice alleanza,Italien,30
232,I TL392-B,Rettung für Ruinitanien,Dagobert in Not,Zio Paperone e la confisca dei beni,Italien,31
233,I TL479-A,Das Raumtritandem,"Düsentrieb´sche Erfindungen,Science-Fiction",Paperino e il tandem spaziale,Italien,31
234,I TL426-C,Der Wettkönig,"Gagstory,Dagobert in Not",Paperino e le scommesse,Italien,30
